"customer_id","store_id","first_name","last_name","email","address_id","activebool","create_date","last_update","active","initials"
48,1,"Ann","Evans","ann.evans@sakilacustomer.org",52,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"A.E."
49,2,"Joyce","Edwards","joyce.edwards@sakilacustomer.org",53,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"J.E."
50,1,"Diane","Collins","diane.collins@sakilacustomer.org",54,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"D.C."
51,1,"Alice","Stewart","alice.stewart@sakilacustomer.org",55,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"A.S."
52,1,"Julie","Sanchez","julie.sanchez@sakilacustomer.org",56,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"J.S."
53,1,"Heather","Morris","heather.morris@sakilacustomer.org",57,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"H.M."
54,1,"Teresa","Rogers","teresa.rogers@sakilacustomer.org",58,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"T.R."
55,2,"Doris","Reed","doris.reed@sakilacustomer.org",59,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"D.R."
56,1,"Gloria","Cook","gloria.cook@sakilacustomer.org",60,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"G.C."
57,2,"Evelyn","Morgan","evelyn.morgan@sakilacustomer.org",61,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"E.M."
58,1,"Jean","Bell","jean.bell@sakilacustomer.org",62,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"J.B."
59,1,"Cheryl","Murphy","cheryl.murphy@sakilacustomer.org",63,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"C.M."
60,1,"Mildred","Bailey","mildred.bailey@sakilacustomer.org",64,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"M.B."
61,2,"Katherine","Rivera","katherine.rivera@sakilacustomer.org",65,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"K.R."
62,1,"Joan","Cooper","joan.cooper@sakilacustomer.org",66,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"J.C."
63,1,"Ashley","Richardson","ashley.richardson@sakilacustomer.org",67,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"A.R."
64,2,"Judith","Cox","judith.cox@sakilacustomer.org",68,True,"2006-02-14","2023-04-27 06:36:13.898402",0,"J.C."
65,2,"Rose","Howard","rose.howard@sakilacustomer.org",69,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"R.H."
66,2,"Janice","Ward","janice.ward@sakilacustomer.org",70,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"J.W."
67,1,"Kelly","Torres","kelly.torres@sakilacustomer.org",71,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"K.T."
68,1,"Nicole","Peterson","nicole.peterson@sakilacustomer.org",72,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"N.P."
69,2,"Judy","Gray","judy.gray@sakilacustomer.org",73,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"J.G."
70,2,"Christina","Ramirez","christina.ramirez@sakilacustomer.org",74,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"C.R."
71,1,"Kathy","James","kathy.james@sakilacustomer.org",75,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"K.J."
72,2,"Theresa","Watson","theresa.watson@sakilacustomer.org",76,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"T.W."
73,2,"Beverly","Brooks","beverly.brooks@sakilacustomer.org",77,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"B.B."
74,1,"Denise","Kelly","denise.kelly@sakilacustomer.org",78,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"D.K."
75,2,"Tammy","Sanders","tammy.sanders@sakilacustomer.org",79,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"T.S."
76,2,"Irene","Price","irene.price@sakilacustomer.org",80,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"I.P."
77,2,"Jane","Bennett","jane.bennett@sakilacustomer.org",81,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"J.B."
78,1,"Lori","Wood","lori.wood@sakilacustomer.org",82,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"L.W."
79,1,"Rachel","Barnes","rachel.barnes@sakilacustomer.org",83,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"R.B."
80,1,"Marilyn","Ross","marilyn.ross@sakilacustomer.org",84,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"M.R."
81,1,"Andrea","Henderson","andrea.henderson@sakilacustomer.org",85,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"A.H."
82,1,"Kathryn","Coleman","kathryn.coleman@sakilacustomer.org",86,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"K.C."
83,1,"Louise","Jenkins","louise.jenkins@sakilacustomer.org",87,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"L.J."
84,2,"Sara","Perry","sara.perry@sakilacustomer.org",88,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"S.P."
85,2,"Anne","Powell","anne.powell@sakilacustomer.org",89,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"A.P."
86,2,"Jacqueline","Long","jacqueline.long@sakilacustomer.org",90,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"J.L."
87,1,"Wanda","Patterson","wanda.patterson@sakilacustomer.org",91,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"W.P."
88,2,"Bonnie","Hughes","bonnie.hughes@sakilacustomer.org",92,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"B.H."
89,1,"Julia","Flores","julia.flores@sakilacustomer.org",93,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"J.F."
90,2,"Ruby","Washington","ruby.washington@sakilacustomer.org",94,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"R.W."
91,2,"Lois","Butler","lois.butler@sakilacustomer.org",95,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"L.B."
92,2,"Tina","Simmons","tina.simmons@sakilacustomer.org",96,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"T.S."
93,1,"Phyllis","Foster","phyllis.foster@sakilacustomer.org",97,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"P.F."
94,1,"Norma","Gonzales","norma.gonzales@sakilacustomer.org",98,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"N.G."
95,2,"Paula","Bryant","paula.bryant@sakilacustomer.org",99,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"P.B."
96,1,"Diana","Alexander","diana.alexander@sakilacustomer.org",100,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"D.A."
97,2,"Annie","Russell","annie.russell@sakilacustomer.org",101,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"A.R."
98,1,"Lillian","Griffin","lillian.griffin@sakilacustomer.org",102,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"L.G."
99,2,"Emily","Diaz","emily.diaz@sakilacustomer.org",103,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"E.D."
100,1,"Robin","Hayes","robin.hayes@sakilacustomer.org",104,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"R.H."
101,1,"Peggy","Myers","peggy.myers@sakilacustomer.org",105,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"P.M."
102,1,"Crystal","Ford","crystal.ford@sakilacustomer.org",106,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"C.F."
103,1,"Gladys","Hamilton","gladys.hamilton@sakilacustomer.org",107,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"G.H."
104,1,"Rita","Graham","rita.graham@sakilacustomer.org",108,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"R.G."
105,1,"Dawn","Sullivan","dawn.sullivan@sakilacustomer.org",109,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"D.S."
106,1,"Connie","Wallace","connie.wallace@sakilacustomer.org",110,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"C.W."
107,1,"Florence","Woods","florence.woods@sakilacustomer.org",111,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"F.W."
108,1,"Tracy","Cole","tracy.cole@sakilacustomer.org",112,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"T.C."
109,2,"Edna","West","edna.west@sakilacustomer.org",113,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"E.W."
110,2,"Tiffany","Jordan","tiffany.jordan@sakilacustomer.org",114,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"T.J."
111,1,"Carmen","Owens","carmen.owens@sakilacustomer.org",115,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"C.O."
112,2,"Rosa","Reynolds","rosa.reynolds@sakilacustomer.org",116,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"R.R."
113,2,"Cindy","Fisher","cindy.fisher@sakilacustomer.org",117,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"C.F."
114,2,"Grace","Ellis","grace.ellis@sakilacustomer.org",118,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"G.E."
115,1,"Wendy","Harrison","wendy.harrison@sakilacustomer.org",119,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"W.H."
116,1,"Victoria","Gibson","victoria.gibson@sakilacustomer.org",120,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"V.G."
117,1,"Edith","Mcdonald","edith.mcdonald@sakilacustomer.org",121,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"E.M."
118,1,"Kim","Cruz","kim.cruz@sakilacustomer.org",122,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"K.C."
119,1,"Sherry","Marshall","sherry.marshall@sakilacustomer.org",123,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"S.M."
120,2,"Sylvia","Ortiz","sylvia.ortiz@sakilacustomer.org",124,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"S.O."
121,1,"Josephine","Gomez","josephine.gomez@sakilacustomer.org",125,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"J.G."
122,1,"Thelma","Murray","thelma.murray@sakilacustomer.org",126,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"T.M."
123,2,"Shannon","Freeman","shannon.freeman@sakilacustomer.org",127,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"S.F."
124,1,"Sheila","Wells","sheila.wells@sakilacustomer.org",128,True,"2006-02-14","2023-04-27 06:36:13.898402",0,"S.W."
125,1,"Ethel","Webb","ethel.webb@sakilacustomer.org",129,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"E.W."
126,1,"Ellen","Simpson","ellen.simpson@sakilacustomer.org",130,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"E.S."
127,2,"Elaine","Stevens","elaine.stevens@sakilacustomer.org",131,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"E.S."
128,1,"Marjorie","Tucker","marjorie.tucker@sakilacustomer.org",132,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"M.T."
129,1,"Carrie","Porter","carrie.porter@sakilacustomer.org",133,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"C.P."
130,1,"Charlotte","Hunter","charlotte.hunter@sakilacustomer.org",134,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"C.H."
131,2,"Monica","Hicks","monica.hicks@sakilacustomer.org",135,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"M.H."
132,2,"Esther","Crawford","esther.crawford@sakilacustomer.org",136,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"E.C."
133,1,"Pauline","Henry","pauline.henry@sakilacustomer.org",137,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"P.H."
134,1,"Emma","Boyd","emma.boyd@sakilacustomer.org",138,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"E.B."
135,2,"Juanita","Mason","juanita.mason@sakilacustomer.org",139,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"J.M."
136,2,"Anita","Morales","anita.morales@sakilacustomer.org",140,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"A.M."
137,2,"Rhonda","Kennedy","rhonda.kennedy@sakilacustomer.org",141,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"R.K."
138,1,"Hazel","Warren","hazel.warren@sakilacustomer.org",142,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"H.W."
139,1,"Amber","Dixon","amber.dixon@sakilacustomer.org",143,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"A.D."
140,1,"Eva","Ramos","eva.ramos@sakilacustomer.org",144,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"E.R."
141,1,"Debbie","Reyes","debbie.reyes@sakilacustomer.org",145,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"D.R."
142,1,"April","Burns","april.burns@sakilacustomer.org",146,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"A.B."
143,1,"Leslie","Gordon","leslie.gordon@sakilacustomer.org",147,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"L.G."
144,1,"Clara","Shaw","clara.shaw@sakilacustomer.org",148,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"C.S."
145,1,"Lucille","Holmes","lucille.holmes@sakilacustomer.org",149,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"L.H."
146,1,"Jamie","Rice","jamie.rice@sakilacustomer.org",150,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"J.R."
147,2,"Joanne","Robertson","joanne.robertson@sakilacustomer.org",151,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"J.R."
148,1,"Eleanor","Hunt","eleanor.hunt@sakilacustomer.org",152,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"E.H."
149,1,"Valerie","Black","valerie.black@sakilacustomer.org",153,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"V.B."
150,2,"Danielle","Daniels","danielle.daniels@sakilacustomer.org",154,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"D.D."
151,2,"Megan","Palmer","megan.palmer@sakilacustomer.org",155,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"M.P."
152,1,"Alicia","Mills","alicia.mills@sakilacustomer.org",156,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"A.M."
153,2,"Suzanne","Nichols","suzanne.nichols@sakilacustomer.org",157,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"S.N."
154,2,"Michele","Grant","michele.grant@sakilacustomer.org",158,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"M.G."
155,1,"Gail","Knight","gail.knight@sakilacustomer.org",159,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"G.K."
156,1,"Bertha","Ferguson","bertha.ferguson@sakilacustomer.org",160,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"B.F."
157,2,"Darlene","Rose","darlene.rose@sakilacustomer.org",161,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"D.R."
158,1,"Veronica","Stone","veronica.stone@sakilacustomer.org",162,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"V.S."
159,1,"Jill","Hawkins","jill.hawkins@sakilacustomer.org",163,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"J.H."
160,2,"Erin","Dunn","erin.dunn@sakilacustomer.org",164,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"E.D."
161,1,"Geraldine","Perkins","geraldine.perkins@sakilacustomer.org",165,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"G.P."
162,2,"Lauren","Hudson","lauren.hudson@sakilacustomer.org",166,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"L.H."
163,1,"Cathy","Spencer","cathy.spencer@sakilacustomer.org",167,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"C.S."
164,2,"Joann","Gardner","joann.gardner@sakilacustomer.org",168,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"J.G."
165,2,"Lorraine","Stephens","lorraine.stephens@sakilacustomer.org",169,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"L.S."
166,1,"Lynn","Payne","lynn.payne@sakilacustomer.org",170,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"L.P."
167,2,"Sally","Pierce","sally.pierce@sakilacustomer.org",171,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"S.P."
168,1,"Regina","Berry","regina.berry@sakilacustomer.org",172,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"R.B."
169,2,"Erica","Matthews","erica.matthews@sakilacustomer.org",173,True,"2006-02-14","2023-04-27 06:36:13.898402",0,"E.M."
170,1,"Beatrice","Arnold","beatrice.arnold@sakilacustomer.org",174,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"B.A."
171,2,"Dolores","Wagner","dolores.wagner@sakilacustomer.org",175,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"D.W."
172,1,"Bernice","Willis","bernice.willis@sakilacustomer.org",176,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"B.W."
173,1,"Audrey","Ray","audrey.ray@sakilacustomer.org",177,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"A.R."
174,2,"Yvonne","Watkins","yvonne.watkins@sakilacustomer.org",178,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"Y.W."
175,1,"Annette","Olson","annette.olson@sakilacustomer.org",179,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"A.O."
176,1,"June","Carroll","june.carroll@sakilacustomer.org",180,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"J.C."
177,2,"Samantha","Duncan","samantha.duncan@sakilacustomer.org",181,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"S.D."
178,2,"Marion","Snyder","marion.snyder@sakilacustomer.org",182,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"M.S."
179,1,"Dana","Hart","dana.hart@sakilacustomer.org",183,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"D.H."
180,2,"Stacy","Cunningham","stacy.cunningham@sakilacustomer.org",184,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"S.C."
181,2,"Ana","Bradley","ana.bradley@sakilacustomer.org",185,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"A.B."
182,1,"Renee","Lane","renee.lane@sakilacustomer.org",186,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"R.L."
183,2,"Ida","Andrews","ida.andrews@sakilacustomer.org",187,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"I.A."
184,1,"Vivian","Ruiz","vivian.ruiz@sakilacustomer.org",188,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"V.R."
185,1,"Roberta","Harper","roberta.harper@sakilacustomer.org",189,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"R.H."
186,2,"Holly","Fox","holly.fox@sakilacustomer.org",190,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"H.F."
187,2,"Brittany","Riley","brittany.riley@sakilacustomer.org",191,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"B.R."
188,1,"Melanie","Armstrong","melanie.armstrong@sakilacustomer.org",192,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"M.A."
189,1,"Loretta","Carpenter","loretta.carpenter@sakilacustomer.org",193,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"L.C."
190,2,"Yolanda","Weaver","yolanda.weaver@sakilacustomer.org",194,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"Y.W."
191,1,"Jeanette","Greene","jeanette.greene@sakilacustomer.org",195,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"J.G."
192,1,"Laurie","Lawrence","laurie.lawrence@sakilacustomer.org",196,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"L.L."
193,2,"Katie","Elliott","katie.elliott@sakilacustomer.org",197,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"K.E."
194,2,"Kristen","Chavez","kristen.chavez@sakilacustomer.org",198,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"K.C."
195,1,"Vanessa","Sims","vanessa.sims@sakilacustomer.org",199,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"V.S."
196,1,"Alma","Austin","alma.austin@sakilacustomer.org",200,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"A.A."
197,2,"Sue","Peters","sue.peters@sakilacustomer.org",201,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"S.P."
198,2,"Elsie","Kelley","elsie.kelley@sakilacustomer.org",202,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"E.K."
199,2,"Beth","Franklin","beth.franklin@sakilacustomer.org",203,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"B.F."
200,2,"Jeanne","Lawson","jeanne.lawson@sakilacustomer.org",204,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"J.L."
201,1,"Vicki","Fields","vicki.fields@sakilacustomer.org",205,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"V.F."
202,2,"Carla","Gutierrez","carla.gutierrez@sakilacustomer.org",206,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"C.G."
203,1,"Tara","Ryan","tara.ryan@sakilacustomer.org",207,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"T.R."
204,1,"Rosemary","Schmidt","rosemary.schmidt@sakilacustomer.org",208,True,"2006-02-14","2023-04-27 06:36:13.898402",1,"R.S."
